IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2008037S10055,2008,13, SI, MM,IVAN,2008-02-05 12:00:00, TS,-10.50,  55.10, 20.0, 1004.0,reunion,   1.350,  11.030,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-05 18:00:00, TS,-10.80,  55.70, 20.0, 1004.0,reunion,   1.350,  11.030,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-06 00:00:00, TS,-11.10,  56.30, 20.0, 1004.0,reunion,   1.350,  11.030,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-06 06:00:00, TS,-11.40,  56.90, 25.0, 1003.0,reunion,  16.100,  14.432,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-06 12:00:00, TS,-11.60,  57.60, 25.0, 1001.0,reunion,  16.100,  22.515,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-06 18:00:00, TS,-12.00,  58.60, 27.0, 1000.0,reunion,  27.208,  24.168,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-07 00:00:00, TS,-12.50,  59.70, 33.0,  996.0,reunion,  41.992,  46.015,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-07 06:00:00, TS,-13.10,  61.00, 40.0,  992.0,reunion,  58.208,  53.407,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-07 12:00:00, TS,-13.70,  61.70, 45.0,  987.0,reunion,  67.200,  66.178,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-07 18:00:00, TS,-14.40,  62.20, 50.0,  984.0,reunion,  71.975,  70.598,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-08 00:00:00, TS,-15.00,  62.80, 50.0,  984.0,reunion,  71.975,  70.598,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-08 06:00:00, TS,-15.60,  63.20, 50.0,  984.0,reunion,  71.975,  70.598,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-08 12:00:00, TS,-16.00,  63.30, 55.0,  980.0,reunion,  78.500,  75.417,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-08 18:00:00, TS,-16.00,  63.30, 55.0,  980.0,reunion,  78.500,  75.417,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-09 00:00:00, TS,-15.80,  63.10, 55.0,  980.0,reunion,  78.500,  75.417,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-09 06:00:00, TS,-15.70,  63.20, 55.0,  980.0,reunion,  78.500,  75.417,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-09 12:00:00, TS,-15.60,  63.50, 50.0,  984.0,reunion,  71.975,  70.598,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-09 18:00:00, TS,-15.20,  63.90, 45.0,  987.0,reunion,  67.200,  66.178,main
2008037S10055,2008,13, SI, MM,IVAN,2008-02-10 00:00:00, TS,-14.90,  64.20, 43.0,  989.0,reunion,  63.433,  63.964,main
