IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2010084S09138,2010,12, SP, EA,PAUL,2010-03-24 12:00:00, NR, -8.50, 138.00, 15.0, 1006.0,bom,   0.661,   1.379,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-24 18:00:00, NR, -8.80, 137.10, 15.0, 1004.0,bom,   0.661,   4.999,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-25 00:00:00, NR, -9.10, 136.50, 20.0, 1007.0,bom,   4.090,   0.805,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-25 06:00:00, NR, -9.20, 136.00, 20.0, 1004.0,bom,   4.090,   4.999,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-25 12:00:00, NR, -9.30, 135.60, 20.0, 1006.0,bom,   4.090,   1.379,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-25 18:00:00, NR, -9.40, 135.30, 20.0, 1004.0,bom,   4.090,   4.999,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-26 00:00:00, NR, -9.40, 135.10, 20.0, 1005.0,bom,   4.090,   2.673,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-26 06:00:00, NR, -9.90, 135.20, 25.0, 1002.0,bom,  10.794,  10.564,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-26 12:00:00, NR,-10.30, 135.50, 25.0, 1004.0,bom,  10.794,   4.999,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-26 18:00:00, NR,-10.50, 135.90, 25.0, 1003.0,bom,  10.794,   7.827,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 00:00:00, NR,-10.70, 136.40, 25.0, 1004.0,bom,  10.794,   4.999,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 01:10:00, NR,-10.80, 136.50, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 03:00:00, NR,-11.00, 136.36, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 06:00:00, NR,-11.27, 136.48, 30.0,  999.0,bom,  24.615,  22.926,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 09:00:00, NR,-11.64, 136.79, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 12:00:00, NR,-12.29, 136.92, 30.0, 1001.0,bom,  24.615,  14.294,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 15:00:00, NR,-12.59, 136.57, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 18:00:00, NR,-12.71, 136.52, 35.0,  996.0,bom,  33.664,  33.509,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 21:00:00, NR,-12.89, 136.57, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-27 23:00:00, NR,-13.03, 136.66, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 00:00:00, NR,-13.09, 136.51, 40.0,  995.0,bom,  45.047,  36.698,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 01:30:00, NR,-12.93, 136.43, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 03:00:00, NR,-12.90, 136.46, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 04:00:00, NR,-13.04, 136.68, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 05:00:00, NR,-13.06, 136.58, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 06:00:00, NR,-13.05, 136.57, 40.0,  990.0,bom,  45.047,  51.037,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 07:00:00, NR,-13.04, 136.56, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 09:00:00, NR,-13.04, 136.50, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 10:30:00, NR,-12.93, 136.47, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 12:00:00, NR,-12.91, 136.50, 50.0,  986.0,bom,  61.120,  61.395,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 13:00:00, NR,-12.90, 136.53, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 15:00:00, NR,-12.94, 136.61, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 18:00:00, NR,-13.09, 136.60, 50.0,  984.0,bom,  61.120,  66.536,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-28 21:00:00, NR,-13.18, 136.58, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 00:00:00, NR,-13.24, 136.36, 60.0,  979.0,bom,  72.183,  73.944,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 03:00:00, NR,-13.23, 136.37, 65.0,  975.0,bom,  78.029,  76.514,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 06:00:00, NR,-13.33, 136.25, 65.0,  972.0,bom,  78.029,  79.915,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 09:00:00, NR,-13.37, 136.14, 65.0,  973.0,bom,  78.029,  79.451,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 10:30:00, NR,-13.35, 136.09, -1.0,   -1.0,bom,-100.000,-100.000,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 12:00:00, NR,-13.30, 135.94, 70.0,  971.0,bom,  80.477,  80.405,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 15:00:00, NR,-13.19, 135.71, 55.0,  983.0,bom,  69.931,  67.818,main
2010084S09138,2010,12, SP, EA,PAUL,2010-03-29 18:00:00, NR,-13.13, 135.65, 45.0,  988.0,bom,  53.786,  57.955,main
