IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-25 00:00:00, TS, 11.10, -35.20, 25.0, 1009.0,atcf,   4.993,   9.827,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-25 06:00:00, TS, 11.20, -36.80, 30.0, 1008.0,atcf,  17.564,  15.847,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-25 12:00:00, TS, 11.30, -38.30, 30.0, 1007.0,atcf,  17.564,  21.488,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-25 18:00:00, TS, 11.50, -39.80, 35.0, 1005.0,atcf,  32.605,  32.141,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-26 00:00:00, TS, 11.90, -41.50, 40.0, 1003.0,atcf,  42.692,  41.881,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-26 06:00:00, TS, 12.30, -42.90, 45.0, 1000.0,atcf,  50.354,  51.073,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-26 12:00:00, TS, 12.80, -44.50, 55.0,  994.0,atcf,  64.336,  65.329,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-26 18:00:00, TS, 13.30, -45.80, 65.0,  987.0,atcf,  73.828,  74.957,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-27 00:00:00, TS, 13.70, -46.80, 70.0,  984.0,atcf,  78.778,  78.829,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-27 06:00:00, TS, 14.20, -47.80, 75.0,  980.0,atcf,  81.904,  81.937,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-27 12:00:00, TS, 14.70, -48.50, 90.0,  970.0,atcf,  89.033,  88.471,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-27 18:00:00, TS, 15.40, -49.30,100.0,  962.0,atcf,  92.893,  92.277,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-28 00:00:00, TS, 15.90, -50.00,100.0,  962.0,atcf,  92.893,  92.277,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-28 06:00:00, TS, 16.60, -50.90,100.0,  962.0,atcf,  92.893,  92.277,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-28 12:00:00, TS, 17.20, -51.60,105.0,  958.0,atcf,  94.631,  93.878,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-28 18:00:00, TS, 17.70, -52.30,115.0,  948.0,atcf,  96.539,  96.362,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-29 00:00:00, TS, 18.10, -52.90,115.0,  948.0,atcf,  96.539,  96.362,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-29 06:00:00, TS, 18.40, -53.60,115.0,  948.0,atcf,  96.539,  96.362,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-29 12:00:00, TS, 18.60, -54.40,115.0,  948.0,atcf,  96.539,  96.362,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-29 18:00:00, TS, 18.80, -55.00,110.0,  948.0,atcf,  95.527,  96.362,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-30 00:00:00, TS, 18.90, -55.80,105.0,  954.0,atcf,  94.631,  94.984,main
2004238N11325,2004,06, NA, NA,FRANCES,2004-08-30 06:00:00, TS, 19.00, -56.80,100.0,  958.0,atcf,  92.893,  93.878,main
