IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-07 18:00:00, TS,-13.50,  74.70,  0.0, 1006.0,reunion,-100.000,   5.283,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-08 00:00:00, TS,-13.80,  73.50,  0.0, 1005.0,reunion,-100.000,   7.684,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-08 06:00:00, TS,-13.90,  71.90, 20.0, 1004.0,reunion,   1.350,  11.030,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-08 12:00:00, TS,-14.30,  70.60, 20.0, 1004.0,reunion,   1.350,  11.030,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-08 18:00:00, TS,-14.40,  69.10, 25.0, 1002.0,reunion,  16.100,  17.753,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-09 00:00:00, TS,-14.10,  67.40, 27.0, 1001.0,reunion,  27.208,  22.515,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-09 06:00:00, TS,-13.90,  66.10, 30.0, 1000.0,reunion,  34.267,  24.168,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-09 12:00:00, TS,-13.90,  65.40, 35.0,  998.0,reunion,  43.067,  35.914,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-09 18:00:00, TS,-14.30,  64.50, 42.0,  995.0,reunion,  62.933,  47.399,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-10 00:00:00, TS,-14.90,  63.60, 42.0,  995.0,reunion,  62.933,  47.399,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-10 06:00:00, TS,-15.30,  62.30, 52.0,  986.0,reunion,  75.233,  67.611,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-10 12:00:00, TS,-15.60,  61.70, 75.0,  965.0,reunion,  90.933,  87.798,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-10 18:00:00, TS,-16.10,  60.90,105.0,  935.0,reunion,  98.900,  96.785,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-11 00:00:00, TS,-16.80,  60.20, 95.0,  945.0,reunion,  97.317,  94.709,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-11 06:00:00, TS,-17.00,  59.40, 90.0,  950.0,reunion,  95.742,  93.553,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-11 12:00:00, TS,-17.20,  59.00, 80.0,  965.0,reunion,  92.208,  87.798,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-11 18:00:00, TS,-17.30,  58.50, 75.0,  970.0,reunion,  90.933,  84.217,main
2012039S14075,2012,11, SI, MM,GIOVANNA,2012-02-12 00:00:00, TS,-17.30,  58.10, 70.0,  973.0,reunion,  87.725,  83.484,main
