IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-27 00:00:00, TS,  8.30, 132.50,  0.0, 1000.0,tokyo,-100.000,  20.921,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-27 06:00:00, TS,  8.50, 131.80,  0.0, 1000.0,tokyo,-100.000,  20.921,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-27 12:00:00, TS,  8.50, 131.40,  0.0,  998.0,tokyo,-100.000,  27.887,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-27 18:00:00, TS,  8.50, 131.20, 35.0,  996.0,tokyo,   0.000,  33.063,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-28 00:00:00, TS,  8.50, 130.80, 40.0,  990.0,tokyo,  10.835,  48.137,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-28 06:00:00, TS,  8.70, 130.40, 40.0,  992.0,tokyo,  10.835,  43.605,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-28 12:00:00, TS,  8.70, 130.20, 40.0,  992.0,tokyo,  10.835,  43.605,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-28 18:00:00, TS,  8.90, 129.50, 40.0,  992.0,tokyo,  10.835,  43.605,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-29 00:00:00, TS,  9.20, 128.90, 40.0,  992.0,tokyo,  10.835,  43.605,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-29 06:00:00, TS,  9.60, 128.10, 40.0,  994.0,tokyo,  10.835,  39.233,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-29 12:00:00, TS, 10.10, 127.40, 40.0,  990.0,tokyo,  10.835,  48.137,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-29 18:00:00, TS, 10.60, 126.70, 40.0,  994.0,tokyo,  10.835,  39.233,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-30 00:00:00, TS, 11.20, 125.60,  0.0,  998.0,tokyo,-100.000,  27.887,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-30 06:00:00, TS, 11.60, 124.40,  0.0, 1000.0,tokyo,-100.000,  20.921,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-30 12:00:00, TS, 11.90, 123.70,  0.0, 1000.0,tokyo,-100.000,  20.921,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-11-30 18:00:00, TS, 12.00, 123.00,  0.0, 1002.0,tokyo,-100.000,  15.708,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-12-01 00:00:00, TS, 12.00, 122.20,  0.0, 1002.0,tokyo,-100.000,  15.708,main
2000332N08133,2000,33, WP, MM,RUMBIA:TD1205,2000-12-01 06:00:00, TS, 11.90, 121.40,  0.0, 1004.0,tokyo,-100.000,   8.340,main
