IBTrACS WMO: International Best Tracks Archive for Climate Stewardship -- WMO DATA ONLY -- Version: v03r09
Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
N/A,Year,#,BB,BB,N/A,YYYY-MM-DD HH:MM:SS,N/A,deg_north,deg_east,kt,mb,N/A,%,%,N/A
2006330S06049,2007,01, SI, MM,ANITA,2006-11-26 06:00:00, TS, -6.00,  48.60, 20.0, 1007.0,reunion,   1.350,   3.549,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-26 12:00:00, TS, -6.20,  48.30, 20.0, 1007.0,reunion,   1.350,   3.549,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-26 18:00:00, TS, -6.40,  48.10, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-27 00:00:00, TS, -6.70,  47.80, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-27 06:00:00, TS, -7.30,  47.50, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-27 12:00:00, TS, -7.80,  47.00, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-27 18:00:00, TS, -8.30,  46.50, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-28 00:00:00, TS, -8.70,  45.90, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-28 06:00:00, TS, -9.20,  45.30, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-28 12:00:00, TS, -9.90,  44.50, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-28 18:00:00, TS,-10.30,  43.40, 20.0, 1005.0,reunion,   1.350,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-29 00:00:00, TS,-10.30,  42.40, 25.0, 1003.0,reunion,  16.100,  14.432,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-29 06:00:00, TS,-10.50,  41.90, 25.0, 1003.0,reunion,  16.100,  14.432,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-29 12:00:00, TS,-10.90,  41.60, 25.0, 1002.0,reunion,  16.100,  17.753,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-29 18:00:00, TS,-11.30,  41.90, 27.0, 1001.0,reunion,  27.208,  22.515,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-30 00:00:00, TS,-11.60,  42.00, 30.0, 1000.0,reunion,  34.267,  24.168,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-30 06:00:00, TS,-12.00,  42.00, 33.0,  998.0,reunion,  41.992,  35.914,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-30 12:00:00, TS,-12.70,  42.10, 35.0,  996.0,reunion,  43.067,  46.015,main
2006330S06049,2007,01, SI, MM,ANITA,2006-11-30 18:00:00, TS,-13.40,  42.20, 33.0,  997.0,reunion,  41.992,  39.389,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-01 00:00:00, TS,-14.00,  42.30, 33.0,  997.0,reunion,  41.992,  39.389,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-01 06:00:00, TS,-14.70,  42.40, 30.0,  999.0,reunion,  34.267,  33.610,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-01 12:00:00, TS,-15.60,  42.60, 30.0, 1000.0,reunion,  34.267,  24.168,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-01 18:00:00, TS,-16.00,  42.60, 28.0, 1001.0,reunion,  29.158,  22.515,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-02 00:00:00, TS,-16.30,  42.60, 25.0, 1002.0,reunion,  16.100,  17.753,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-02 06:00:00, TS,-16.70,  42.50, 25.0, 1004.0,reunion,  16.100,  11.030,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-02 12:00:00, TS,-17.00,  42.40, 23.0, 1005.0,reunion,  11.300,   7.684,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-02 18:00:00, TS,-17.40,  42.20, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-03 00:00:00, TS,-17.80,  41.90, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-03 06:00:00, TS,-18.20,  41.50, 20.0, 1006.0,reunion,   1.350,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-03 12:00:00, TS,-18.80,  41.00,  0.0, 1006.0,reunion,-100.000,   5.283,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-03 18:00:00, TS,-19.20,  40.80,  0.0, 1007.0,reunion,-100.000,   3.549,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-04 00:00:00, TS,-20.10,  40.50,  0.0, 1007.0,reunion,-100.000,   3.549,main
2006330S06049,2007,01, SI, MM,ANITA,2006-12-04 06:00:00, TS,-21.90,  40.30,  0.0, 1008.0,reunion,-100.000,   2.084,main
